Unnamed: 0,X_meters,Y_meters,Longitude,Latitude,Depth,Surf_DH,Surf_DH_err,Datetime,ug,vg,hFW,hFW_err,D_Siso,D_Siso_err
1341,2704258.5604359005,4404258.5604359,-151.78503121195894,78.68998068597801,3.8304033203125,0.6368529009318574,0.0418909618294691,2012-01-01,-0.0460568339400447,-0.0019466174619521,19.79946547756451,,218.99784478779145,
1342,2754258.5604359005,4404258.5604359,-153.83328581402074,78.89647543705566,3.630947021484375,0.6408174864915858,0.0429888056945652,2012-01-01,-0.0231286002140634,0.0072079312598821,19.615809080889253,,219.52422290544777,
1343,2804258.5604359005,4404258.5604359,-155.95608040003236,79.08817570970028,3.826910400390625,0.647346435191755,0.0472630058649903,2012-01-01,-0.0496969524126688,-0.0278709610448139,19.628152843175403,,220.4025363678423,
1344,2854258.5604359005,4404258.5604359,-158.1514169623716,79.26430118321711,3.202904541015625,0.6002159137461852,0.0608693265675206,2012-01-01,-0.0374195668953204,-0.0678698091590094,18.299442631278303,,204.91367361228447,
1345,2904258.5604359005,4404258.5604359,-160.41630923609168,79.42408491909411,3.499270751953125,0.5484182203437309,0.1013829445120966,2012-01-01,-0.1210869186227821,-0.0858005121519216,16.41269108731664,,187.069791171194,
1346,2954258.5604359005,4404258.5604359,-162.7467125272236,79.56678621926322,3.43555078125,0.475086625868793,0.1296987369168592,2012-01-01,-0.0926499169400752,-0.0519903517418985,13.128917453406205,,165.92386260790812,
1347,3004258.5604359005,4404258.5604359,-165.13748169626282,79.69170466131818,3.2668095703125,0.4725621471780767,0.1169714329791555,2012-01-01,-0.0887430518194269,-0.0059541684683447,12.925517202960664,,165.44709640446155,
1348,3054258.5604359005,4404258.5604359,-167.58236516500503,79.798194872482,3.263197509765625,0.4663958164513877,0.1172244356261231,2012-01-01,-0.0878746174121408,-0.0083192834359579,12.783953513727903,,162.96046411491832,
1349,3104258.5604359005,4404258.5604359,-170.07404154599416,79.88568146626208,3.295333251953125,0.4604151322175439,0.1182205165973277,2012-01-01,-0.0655069239711077,-0.0050555371177851,12.497146034481949,,161.01420787326757,
1350,3154258.5604359005,4404258.5604359,-172.60420319143296,79.9536734525508,2.820893310546875,0.4590122099180295,0.119323279355302,2012-01-01,0.0004921102307935,-0.0050069482591112,13.025816139217843,,162.57851976280577,
1351,3204258.5604359005,4404258.5604359,-175.16368769923142,80.00177736350123,2.287040283203125,0.4531009626665579,0.1274291096799151,2012-01-01,-0.0064410169970368,-0.0329438424508975,12.727971918281783,,154.90327911790752,
1352,3254258.5604359005,4404258.5604359,-177.74265446913077,80.02970833157815,1.988097412109375,0.4108806486690758,0.1242681214255694,2012-01-01,-0.000900272343991,-0.0348293221962676,11.711970275384596,,136.45758696263107,
1353,3304258.5604359005,4404258.5604359,179.6692007725155,80.0372984240067,1.79272509765625,0.4022103584206341,0.1058457499179089,2012-01-01,0.0004971660251978,-0.009206080596136,10.609483292212008,,131.33139395949945,
1354,3354258.5604359005,4404258.5604359,177.08240438576132,80.02450168057486,1.922704833984375,0.3974289427831991,0.1084665397639536,2012-01-01,0.0002941402424342,-0.0229015239991022,10.003915891331868,,126.12272803512808,
1355,3404258.5604359005,4404258.5604359,174.50744995588664,79.99139550856533,2.573455322265625,0.3687484967096985,0.1047302144438869,2012-01-01,-0.0045112445740033,-0.0410900995849158,7.693457531350834,,104.64307445390942,
1356,3454258.5604359005,4404258.5604359,171.9545454037977,79.93817833738825,2.708316650390625,0.3373974486509147,0.0898621558388347,2012-01-01,-0.0038995838855674,-0.028664443710253,7.18149704886613,,100.18926200040528,
1357,3504258.5604359005,4404258.5604359,169.4333770954772,79.8651636963401,2.70224560546875,0.3268773526212615,0.0664669030465475,2012-01-01,-0.0126994069656947,-0.0072124174184771,7.060923725285193,,94.58476805976191,
1358,3554258.5604359005,4404258.5604359,166.95290412170516,79.77277111960281,2.670921875,0.326864387410119,0.0723116558597397,2012-01-01,-0.0031628899774158,-0.0117145760916346,6.7974018940726095,,91.29491192774992,
1359,3604258.560435901,4404258.5604359,164.52119274420068,79.6615144747352,2.513142333984375,0.3097742124407309,0.0589521068144206,2012-01-01,0.0067641211152998,-0.0283592943303856,6.572930229114924,2.0976397465085532,79.04912546109588,
1360,3654258.560435901,4404258.5604359,162.14529703193864,79.53198843504485,1.9267213134765624,0.2854745927461795,0.0651051382196241,2012-01-01,0.0159501203419454,-0.0212755286124833,6.322531630710609,2.442787323091992,68.91344854777077,
